Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
482,1,********,2,1,1,0,2,0,1.0,1,2,63,62,69
483,0,********,1,1,0,1,2,1,1.0,0,0,61,81,81
484,0,********,5,1,1,0,2,1,0.0,1,0,58,60,59
486,1,********,0,0,1,2,1,1,5.0,1,0,92,77,80
487,1,********,4,1,0,0,0,1,0.0,1,1,87,81,75
488,1,********,3,1,1,1,2,1,5.0,0,0,61,49,49
489,0,********,0,1,1,1,0,1,1.0,1,0,86,91,85
490,1,********,1,0,1,1,1,1,3.0,0,0,76,74,68
491,1,********,2,1,1,2,0,1,1.0,0,3,97,83,80
492,1,********,0,0,1,2,0,1,2.0,1,0,48,48,48
493,0,********,0,1,0,2,2,0,1.0,0,0,84,92,93
494,0,********,4,0,1,0,1,1,3.0,1,0,78,83,82
495,1,********,4,0,0,1,2,1,1.0,1,0,66,74,75
496,0,********,0,1,1,0,2,0,6.0,1,1,57,58,56
498,0,********,2,0,1,1,2,0,1.0,1,1,26,44,39
499,1,********,4,1,1,1,1,1,2.1458942516082424,1,0,71,69,68
500,0,********,1,1,1,1,2,0,2.0,0,2,88,90,91
501,1,********,1,1,0,2,0,0,3.0,1,0,97,95,95
502,0,********,3,0,1,1,3,0,2.0,0,2,92,95,91
503,1,********,2,1,1,1,2,1,0.0,1,0,68,54,51
504,0,********,4,1,0,1,1,0,1.0,1,2,80,80,81
505,1,********,0,1,0,1,0,0,3.0,0,0,61,60,55
506,0,********,4,1,2,0,1,0,4.0,1,1,67,62,73
507,0,********,1,0,0,1,0,1,1.0,1,0,69,92,95
508,0,********,5,1,0,1,0,0,3.0,1,3,76,83,84
510,0,********,5,1,0,1,1,1,0.0,1,0,57,64,68
511,1,********,2,1,1,1,1,1,0.0,1,0,71,64,55
512,1,********,2,0,1,1,1,0,2.1458942516082424,0,0,65,74,70
513,1,********,4,0,1,2,2,0,3.0,0,0,44,47,42
514,1,********,1,1,1,2,2,0,4.0,1,0,78,65,63
515,0,********,0,1,1,2,2,0,2.0,0,1,83,77,84
516,1,********,5,1,1,1,2,1,0.0,0,0,47,41,35
517,1,********,3,1,1,2,1,1,1.0,2,1,81,76,76
518,0,********,4,0,2,1,1,1,1.0,1,1,54,66,67
519,0,********,5,1,0,1,2,0,4.0,1,0,65,73,80
520,1,********,5,0,1,1,1,1,2.1458942516082424,0,0,53,54,49
521,0,********,4,1,0,1,2,1,5.0,1,0,99,100,100
522,0,********,4,0,1,1,1,1,1.0,2,2,58,69,72
523,1,********,5,1,0,1,2,0,3.0,1,0,83,89,81
524,1,********,5,1,0,1,2,1,3.0,1,3,54,57,59
525,1,********,0,1,1,2,2,1,1.0,0,2,76,76,67
526,1,********,4,1,1,2,1,1,2.0,1,1,43,30,31
527,0,********,2,1,1,2,1,0,3.0,0,0,52,55,57
528,0,********,0,1,0,2,2,1,0.0,1,1,84,87,95
529,1,********,1,0,1,1,1,0,3.0,0,0,87,85,86
530,1,********,2,1,1,1,2,1,0.0,1,0,63,55,55
532,0,********,5,1,1,1,1,1,2.0,1,1,80,87,90
533,1,********,0,0,1,0,3,2,0.0,1,1,64,57,57
534,0,********,5,0,2,0,0,0,1.0,1,0,52,64,61
535,1,********,5,1,0,1,2,1,4.0,0,1,63,62,64
536,0,********,3,0,0,4,1,1,2.0,1,2,75,88,88
539,0,********,5,0,0,1,2,0,3.0,1,1,38,53,48
540,1,********,2,1,1,1,1,1,3.0,1,0,80,69,71
541,0,********,3,0,0,1,1,1,3.0,0,0,55,72,75
542,1,********,4,1,0,4,1,1,3.0,1,0,84,79,77
543,1,********,5,1,1,2,2,0,3.0,1,2,71,57,61
544,1,********,4,1,1,4,2,1,1.0,1,0,95,87,88
545,0,********,0,0,1,1,2,1,2.0,0,2,73,64,66
546,0,********,4,1,0,2,0,0,3.0,1,0,77,88,92
548,1,********,0,1,1,1,1,1,2.1458942516082424,0,1,95,97,95
549,1,********,3,0,0,2,1,1,4.0,0,1,73,69,72
550,1,********,6,0,1,1,0,0,1.0,1,0,35,36,31
551,0,********,3,1,0,0,2,1,2.0,1,0,95,100,100
552,1,********,5,1,1,1,1,0,2.0,2,2,71,59,60
553,1,********,2,1,1,1,3,1,0.0,1,1,86,79,78
554,0,********,6,1,1,2,1,0,2.0,1,1,86,92,89
555,1,********,2,0,1,1,0,1,3.0,0,0,69,65,65
556,0,********,5,1,1,0,2,0,1.0,2,0,31,43,43
557,1,********,5,0,1,1,2,1,2.1458942516082424,2,0,70,67,61
558,1,********,2,1,1,1,2,0,3.0,1,1,81,69,64
559,0,********,2,1,0,1,2,1,0.0,1,0,76,93,92
560,1,********,5,1,1,1,2,1,6.0,0,2,77,62,62
561,0,********,4,1,0,1,1,1,1.0,0,0,57,73,70
562,0,********,2,0,0,2,2,0,2.0,1,2,52,69,72
563,1,********,4,1,0,1,1,1,0.0,2,1,88,95,93
564,1,********,2,0,0,1,1,1,2.0,0,2,72,57,57
565,0,********,4,1,1,1,2,0,2.0,1,0,85,91,83
566,1,********,4,1,2,2,0,0,2.1458942516082424,0,0,61,60,57
567,0,********,5,1,1,2,1,1,3.0,1,0,51,56,58
568,1,********,0,1,1,1,1,0,1.0,1,0,100,89,86
569,1,********,4,0,0,1,2,1,1.0,0,0,49,59,53
570,0,********,0,1,0,1,2,1,2.0,1,0,79,82,86
571,1,********,3,0,0,1,2,1,1.0,1,0,81,76,73
572,0,********,6,0,1,1,2,1,5.0,1,0,64,90,80
573,0,********,4,1,1,1,2,1,2.0,0,2,79,79,79
574,1,********,4,1,0,2,1,1,1.0,0,2,83,75,77
575,0,********,2,0,1,1,0,0,1.0,1,0,58,60,59
576,1,********,0,0,1,1,2,1,7.0,2,0,65,62,58
577,0,********,5,1,1,0,2,1,5.0,0,1,77,82,78
578,0,********,0,1,0,1,2,1,2.0,1,3,52,78,75
579,0,********,4,0,0,3,2,0,2.0,0,0,42,58,51
580,1,********,4,1,0,2,1,1,1.0,0,0,82,77,85
581,0,********,2,0,0,1,1,1,6.0,1,0,49,66,66
582,0,********,2,1,1,0,1,1,3.0,0,0,41,43,47
583,0,********,5,1,1,0,2,1,3.0,2,1,49,62,57
584,1,********,4,1,1,1,2,1,3.0,1,2,70,64,57
585,1,********,5,1,1,1,1,1,4.0,1,0,65,54,59
587,1,********,4,1,0,1,1,1,0.0,0,0,81,69,71
588,0,********,1,0,1,2,1,1,0.0,1,0,51,58,59
589,0,********,0,1,1,1,2,1,4.0,1,2,50,59,58
590,0,********,6,1,1,1,1,1,5.0,0,3,44,59,52
592,1,********,4,0,2,1,1,1,0.0,0,0,51,42,39
593,0,********,5,1,1,1,1,1,2.0,0,0,74,82,76
594,1,********,1,1,1,1,1,0,1.0,0,1,53,45,49
595,0,********,5,0,1,1,2,0,2.0,1,0,37,44,40
596,1,********,5,1,0,2,2,1,0.0,0,0,65,71,61
597,0,********,0,1,0,2,1,1,2.0,1,1,87,99,100
599,0,********,5,0,1,1,1,1,0.0,2,0,42,44,42
600,0,********,2,1,1,1,1,0,4.0,1,0,63,72,67
601,1,********,4,1,1,2,0,0,4.0,1,0,84,84,75
602,1,********,4,1,0,1,2,1,2.0,1,2,100,95,91
603,0,********,0,0,1,1,1,1,5.0,1,0,40,50,53
604,0,********,2,1,0,1,0,1,3.0,1,0,78,75,85
605,0,********,5,1,1,1,2,0,3.0,0,0,48,59,50
606,1,********,6,1,1,2,2,1,4.0,1,0,88,84,80
607,0,********,4,1,1,1,2,1,2.0,0,2,39,58,60
608,0,********,4,1,1,1,2,1,2.0,1,0,77,95,87
610,0,********,0,1,0,3,1,1,1.0,1,1,73,72,77
611,1,********,0,1,2,1,2,1,4.0,1,1,69,59,69
612,1,********,5,0,0,1,3,1,2.0,2,0,92,87,83
613,1,********,4,0,0,1,2,1,5.0,2,0,38,37,43
614,1,********,6,0,1,2,0,1,4.0,0,0,79,62,67
615,1,********,2,0,1,1,1,0,1.0,1,0,64,64,59
616,0,********,2,1,0,1,1,1,3.0,1,1,73,82,84
617,0,********,2,1,1,2,2,2,2.0,0,0,64,72,69
618,1,********,2,0,1,1,2,1,2.0,1,0,60,52,57
619,1,********,0,1,1,1,1,2,1.0,0,1,68,61,60
620,0,********,3,0,0,1,2,1,2.0,0,2,81,100,100
621,0,********,2,1,1,1,1,1,3.0,1,2,60,62,67
622,1,********,0,0,1,0,1,1,1.0,0,3,78,75,69
623,0,********,5,1,1,1,1,1,1.0,1,0,63,63,63
624,1,********,0,0,0,4,2,1,0.0,2,0,59,63,57
625,1,********,3,1,0,0,1,0,2.0,0,0,73,83,85
626,0,********,0,1,1,1,0,1,0.0,1,0,61,79,71
627,0,********,4,1,1,1,0,1,1.0,1,0,81,85,88
628,0,********,4,0,1,1,2,0,1.0,1,2,70,78,80
630,1,********,3,1,1,1,2,0,1.0,0,1,81,76,74
631,0,********,1,0,0,1,2,1,2.0,1,1,54,69,75
632,1,********,2,1,1,1,1,1,3.0,0,1,55,57,52
633,1,********,6,1,1,1,2,1,3.0,1,0,95,90,91
634,1,********,5,1,1,1,1,1,0.0,1,0,89,78,71
635,1,********,5,1,0,2,2,1,0.0,1,2,53,44,57
636,0,********,5,1,1,1,0,1,0.0,1,0,64,75,74
637,0,********,3,0,1,1,2,1,1.0,1,2,56,61,67
638,0,********,0,1,1,2,1,0,4.0,2,1,68,85,89
639,1,********,5,1,1,1,3,1,0.0,1,2,95,76,79
640,0,********,4,0,1,0,1,0,2.0,0,1,43,62,57
641,1,********,1,1,0,1,0,0,2.0,0,1,90,81,85
642,1,********,5,1,0,3,2,2,0.0,1,0,77,85,80
643,1,********,2,0,1,1,1,1,1.0,1,0,64,57,60
644,1,********,6,1,1,1,1,1,2.0,0,0,67,73,67
645,0,********,2,1,2,1,1,1,3.0,1,0,80,85,90
646,1,********,4,1,1,1,1,1,2.0,0,1,85,80,78
647,0,********,1,0,1,2,1,1,3.0,0,0,62,73,77
648,1,********,6,1,0,2,0,0,2.0,1,0,62,60,63
649,1,********,5,0,2,0,2,1,4.0,1,0,44,36,31
650,0,********,5,1,1,1,2,1,0.0,0,0,68,78,77
651,1,********,2,1,0,1,2,0,2.0,2,0,71,67,61
652,1,********,6,1,2,2,0,0,2.0,0,1,66,65,64
653,1,********,6,0,1,0,0,0,1.0,0,1,34,26,28
654,1,********,5,0,0,1,2,0,3.0,1,0,51,63,55
656,1,********,6,1,1,1,1,0,3.0,1,1,60,63,58
657,1,********,2,1,1,1,2,1,1.0,0,0,75,80,67
658,1,********,2,1,1,2,1,0,1.0,1,2,61,62,49
659,1,********,6,1,1,2,1,0,2.0,0,0,62,59,59
660,0,********,0,1,1,4,2,1,3.0,1,2,71,82,75
661,0,********,0,0,0,1,1,0,2.0,1,0,44,60,63
664,0,********,2,0,1,2,2,1,2.0,1,0,38,56,57
665,1,********,4,1,0,2,3,1,1.0,1,2,100,97,97
666,0,********,0,1,2,1,1,0,5.0,1,1,62,67,71
667,1,********,1,1,1,2,0,1,2.1458942516082424,0,1,91,87,79
668,1,********,4,1,1,1,0,0,2.0,1,0,56,62,61
669,1,********,4,1,1,1,1,1,4.0,1,2,85,81,79
670,1,********,2,1,0,1,1,1,1.0,1,0,76,70,74
671,1,********,4,0,1,2,1,1,0.0,1,0,85,74,73
672,1,********,0,1,0,1,2,0,2.1458942516082424,1,0,82,67,67
673,1,********,0,1,1,1,0,1,3.0,1,0,66,64,58
674,0,********,0,0,1,1,1,1,3.0,1,1,74,82,77
675,1,********,0,0,1,0,3,1,3.0,1,3,63,63,54
676,1,********,1,1,1,0,2,1,2.0,1,2,100,87,93
677,0,********,5,0,1,4,2,0,2.0,1,0,41,54,53
678,1,********,2,1,0,1,0,1,2.1458942516082424,1,0,96,98,96
679,0,********,3,0,1,2,1,0,3.0,1,1,41,49,43
680,1,********,2,0,1,1,2,1,5.0,0,3,68,65,65
681,1,********,0,1,2,2,1,1,0.0,0,1,55,65,62
682,1,********,2,1,1,2,0,2,4.0,1,1,59,65,52
683,1,********,0,1,2,1,0,1,2.0,1,3,61,58,59
684,0,********,4,1,1,1,2,1,1.0,1,0,66,69,66
685,0,********,5,1,0,1,2,1,1.0,1,2,88,100,100
686,0,********,0,0,0,2,1,0,2.1458942516082424,1,1,64,74,73
687,1,********,1,0,1,2,2,1,3.0,2,2,93,75,74
688,0,********,6,0,2,2,2,1,5.0,1,1,48,62,51
689,0,********,6,1,1,2,1,0,4.0,0,1,55,63,63
690,1,********,1,0,1,0,2,0,2.0,0,0,27,32,26
691,0,********,3,1,0,4,1,0,2.0,2,1,85,82,92
692,1,********,4,1,1,2,1,1,1.0,0,0,86,82,74
693,1,********,4,1,0,1,2,0,2.0,1,1,89,91,94
694,0,********,0,0,1,1,1,1,2.0,1,0,67,71,66
695,1,********,4,1,0,1,2,1,0.0,0,0,70,62,56
696,0,********,1,1,1,2,2,0,2.0,1,0,71,80,82
697,1,********,3,1,1,1,2,1,1.0,1,0,100,92,90
698,1,********,2,1,0,1,2,1,2.0,1,0,54,56,54
699,0,********,3,0,1,1,0,1,2.0,0,0,60,74,70
700,1,********,0,0,0,2,0,1,1.0,0,1,56,65,60
701,0,********,1,1,1,2,2,0,2.0,2,2,70,82,76
702,0,********,1,0,0,2,1,1,1.0,1,0,52,74,72
703,1,********,5,0,1,1,1,1,3.0,1,1,41,46,35
704,1,********,5,1,0,4,2,0,2.0,0,2,43,35,34
705,1,********,5,0,2,2,2,1,2.1458942516082424,0,2,74,64,61
706,0,********,2,1,1,2,1,0,3.0,1,0,57,63,58
707,0,********,1,0,1,0,2,0,3.0,2,2,61,73,72
708,1,********,0,0,1,0,1,0,1.0,1,0,30,47,39
709,1,********,5,1,1,1,1,1,2.0,1,0,56,56,46
710,0,********,0,1,1,0,1,1,4.0,0,1,60,69,70
712,0,********,2,0,0,1,1,1,1.0,1,1,85,96,92
713,0,********,6,1,0,1,2,1,0.0,0,2,53,64,69
714,0,********,2,1,0,2,0,1,2.0,0,2,68,88,85
715,1,********,0,1,0,1,2,1,2.0,1,1,66,73,77
716,0,********,4,1,1,0,2,0,1.0,0,0,62,65,69
717,0,********,2,0,1,1,2,1,1.0,1,0,47,57,50
718,1,********,4,1,1,1,0,1,0.0,1,0,56,49,45
719,1,********,2,0,1,1,1,2,2.0,0,1,53,34,39
720,0,********,4,1,1,1,1,0,1.0,0,1,63,66,75
721,0,********,6,1,1,1,2,0,2.0,2,2,69,61,69
722,0,********,5,1,1,1,1,0,2.0,1,0,65,78,84
723,1,********,0,0,1,0,1,1,2.0,0,0,47,36,38
724,1,********,2,0,1,2,0,0,3.0,2,0,62,61,56
725,1,********,4,0,1,2,2,1,2.0,0,1,85,85,78
726,1,********,2,1,0,0,1,1,2.0,1,2,80,71,76
727,0,********,4,1,1,0,1,1,3.0,1,2,79,77,81
728,0,********,4,1,1,0,2,1,5.0,1,0,78,77,72
729,0,********,2,1,1,1,2,0,1.0,0,0,58,63,62
730,0,********,2,1,1,2,2,0,3.0,1,1,50,66,66
731,0,********,0,1,1,0,2,1,4.0,2,1,50,64,60
732,1,********,6,0,1,1,2,2,3.0,0,0,52,50,49
733,1,********,5,1,0,2,2,0,2.0,0,0,79,77,82
734,0,********,0,1,0,2,0,1,2.1458942516082424,2,0,93,89,97
735,0,********,5,1,1,1,2,0,3.0,1,1,78,80,78
736,0,********,4,1,0,0,2,1,1.0,0,2,52,64,65
737,0,********,0,0,1,1,1,1,1.0,1,0,66,79,76
738,1,********,4,1,1,1,2,1,3.0,1,0,79,78,79
739,0,********,5,1,0,1,0,0,2.1458942516082424,2,0,79,86,94
740,1,********,6,1,1,2,1,1,1.0,1,0,39,45,46
741,1,********,2,1,1,0,2,1,2.0,1,0,65,56,52
742,1,********,0,1,1,0,2,1,0.0,0,2,73,57,58
744,1,********,5,1,1,1,2,0,5.0,0,2,60,54,55
745,0,********,0,1,1,1,1,1,3.0,1,1,71,84,83
746,0,********,2,1,1,0,2,0,3.0,0,1,48,60,54
747,1,********,4,1,2,0,0,0,2.0,0,0,90,70,75
748,0,********,5,1,0,1,0,1,3.0,1,1,65,73,78
749,0,********,1,1,1,1,2,1,2.0,1,0,79,79,80
750,1,********,5,0,1,1,1,1,2.0,0,2,49,46,41
752,1,********,3,0,1,0,2,1,3.0,1,0,69,83,72
753,0,********,0,1,1,1,2,1,6.0,2,0,75,72,74
754,0,********,2,1,1,2,1,0,2.0,2,2,56,63,65
755,0,********,5,1,1,1,2,1,2.0,0,1,46,40,43
756,1,********,5,0,0,2,0,1,1.0,1,2,76,79,77
757,1,********,0,1,1,4,2,2,2.0,0,0,96,82,77
758,1,********,0,1,1,1,0,1,2.0,0,3,67,71,74
759,1,********,0,0,1,3,1,0,2.0,1,1,53,56,51
760,0,********,2,1,0,2,1,0,3.0,0,0,80,91,91
761,0,********,0,0,1,2,1,1,0.0,1,2,73,93,83
762,1,********,2,1,1,1,1,1,2.0,0,0,77,64,57
763,1,********,0,0,1,1,2,1,2.0,0,1,42,47,43
764,0,********,4,1,1,1,2,0,1.0,1,0,90,87,92
765,1,********,4,1,1,2,2,0,1.0,1,0,71,64,62
766,1,********,5,1,1,4,2,1,0.0,1,2,38,35,34
768,0,********,6,0,0,2,2,1,1.0,0,2,35,41,46
769,1,********,3,0,0,0,0,1,2.0,2,2,86,93,90
770,0,********,1,0,0,1,2,1,1.0,1,0,64,82,78
771,1,********,4,1,0,2,0,1,2.0,0,0,97,83,85
772,1,********,5,1,1,2,2,0,1.0,0,2,60,56,51
773,0,********,1,1,2,0,2,1,2.0,0,0,46,65,58
774,0,********,0,0,1,1,1,1,2.1458942516082424,1,2,68,67,66
775,0,********,5,0,0,1,2,0,2.0,0,0,56,65,69
776,1,********,4,1,1,1,1,1,3.0,0,1,78,84,76
777,1,********,1,0,0,2,2,1,1.0,2,0,76,76,79
778,1,********,0,0,0,2,2,1,3.0,1,0,85,77,80
780,0,********,3,1,0,1,1,0,1.0,1,0,86,98,100
781,0,********,1,1,1,1,1,0,1.0,1,1,68,65,72
782,0,********,0,0,2,1,2,0,2.0,1,0,79,90,86
783,0,********,2,1,1,1,2,1,0.0,1,1,50,60,57
784,1,********,0,1,1,1,0,1,1.0,2,0,80,88,84
785,0,********,2,1,1,2,2,1,3.0,0,0,76,89,86
786,0,********,5,1,1,1,2,2,1.0,1,0,34,41,45
787,1,********,2,1,1,1,2,1,5.0,0,2,58,58,55
788,1,********,0,1,0,1,1,1,2.0,1,0,71,69,69
791,0,********,4,1,1,1,2,1,1.0,1,0,58,53,59
792,1,********,0,1,2,2,1,0,1.0,1,0,70,63,62
793,1,********,0,1,1,2,0,0,1.0,1,3,60,59,55
795,1,********,3,1,1,1,2,1,4.0,2,1,90,81,75
796,0,********,2,0,1,2,2,1,3.0,0,1,36,49,47
797,0,********,6,1,0,2,1,0,2.0,2,1,55,71,72
798,0,********,4,1,0,0,0,0,2.0,0,3,76,83,80
799,1,********,5,1,1,1,2,1,1.0,0,0,69,67,63
800,1,********,0,1,1,1,0,1,5.0,0,1,54,54,47
801,0,********,3,0,1,1,2,1,1.0,2,0,57,73,74
802,1,********,2,1,1,2,1,1,0.0,1,2,64,59,55
803,1,********,5,1,1,1,0,1,0.0,1,3,78,87,75
804,0,********,4,0,0,1,1,0,4.0,1,2,59,56,57
805,0,********,0,1,0,1,2,1,3.0,1,0,79,94,89
806,1,********,5,0,0,2,1,0,2.0,0,0,77,77,79
807,0,********,0,1,1,1,2,0,1.0,1,0,78,95,93
808,1,********,0,1,1,1,1,0,4.0,0,2,81,76,78
809,0,********,2,0,0,1,2,0,1.0,1,0,61,65,71
810,0,********,5,0,0,1,2,0,2.0,1,0,57,76,80
811,0,********,4,0,1,2,1,2,1.0,1,0,37,48,37
813,0,********,1,0,1,4,3,1,3.0,1,2,42,57,55
815,0,********,2,1,1,2,2,0,1.0,0,0,48,57,60
816,0,********,5,1,1,3,1,1,3.0,1,1,68,73,76
817,1,********,5,0,1,1,2,1,4.0,0,1,67,69,65
818,1,********,3,0,2,0,1,1,3.0,1,0,75,80,76
819,1,********,4,1,1,2,1,1,3.0,1,2,82,66,69
820,0,********,6,0,1,1,2,1,4.0,0,0,54,54,57
821,0,********,2,0,1,1,1,1,4.0,1,1,30,46,38
822,0,********,0,0,1,1,2,1,3.0,1,1,36,64,57
823,1,********,4,1,1,1,2,2,2.0,0,1,39,43,41
824,0,********,4,0,1,1,1,0,3.0,0,0,70,78,80
825,0,********,0,1,1,2,1,1,5.0,0,0,86,76,79
826,1,********,0,1,1,2,2,1,2.0,1,0,52,52,47
827,1,********,3,0,1,1,1,0,3.0,0,0,49,56,53
828,0,********,5,1,0,2,2,1,3.0,0,0,45,43,54
829,1,********,4,0,1,1,2,1,3.0,1,0,65,63,55
830,0,********,4,1,2,2,3,1,2.0,0,0,72,71,72
831,0,********,0,1,0,1,1,1,4.0,1,0,55,65,68
832,0,********,0,0,0,1,1,1,0.0,0,1,58,70,74
833,0,********,0,0,1,0,0,0,3.0,1,0,76,87,82
834,0,********,5,1,0,1,2,1,4.0,1,0,82,86,81
835,0,********,4,0,1,0,0,1,4.0,2,1,44,65,57
836,0,********,2,1,0,1,0,0,1.0,1,1,61,77,74
837,1,********,0,0,0,1,0,2,3.0,1,0,83,81,76
838,0,********,5,1,1,1,1,1,3.0,1,0,63,62,66
839,0,********,1,0,1,1,0,1,1.0,1,1,58,69,65
840,1,********,1,1,1,1,1,0,4.0,0,0,59,46,47
841,0,********,2,1,1,1,2,1,3.0,1,2,93,100,96
842,0,********,3,1,0,0,2,1,1.0,1,3,98,99,100
843,0,********,5,1,0,1,2,1,2.0,1,0,56,62,64
844,1,********,0,0,1,0,2,1,5.0,1,1,66,66,62
845,0,********,5,1,0,4,2,1,3.0,1,1,65,81,76
846,1,********,5,1,2,1,2,1,3.0,0,1,82,73,81
847,1,********,0,0,1,1,0,1,2.0,1,1,67,71,69
848,0,********,3,1,1,1,2,0,2.0,0,2,60,63,56
849,1,********,2,1,1,2,2,1,3.0,1,0,69,64,62
850,1,********,5,1,1,1,3,1,0.0,0,0,62,60,54
852,0,********,4,0,0,2,2,1,2.1458942516082424,1,1,51,72,71
853,0,********,4,1,0,1,0,1,4.0,1,1,78,84,90
854,1,********,1,1,0,1,2,1,3.0,1,0,76,54,64
855,1,********,5,1,2,1,2,1,1.0,1,2,72,71,65
856,0,********,0,1,1,2,1,0,3.0,1,1,77,86,88
859,0,********,4,1,1,1,1,1,3.0,1,0,76,82,80
860,1,********,1,1,1,1,0,1,5.0,1,2,89,89,96
861,0,********,6,1,0,0,1,0,2.1458942516082424,1,1,84,97,98
862,1,********,4,0,1,1,2,0,1.0,0,0,71,71,68
863,0,********,4,1,0,2,0,0,2.0,2,0,68,77,79
864,0,********,2,1,0,1,1,1,0.0,1,0,59,80,77
865,1,********,0,1,1,1,2,0,3.0,2,2,67,54,55
866,0,********,0,1,0,3,2,1,3.0,0,0,64,83,81
867,1,********,2,0,1,1,1,1,2.0,1,0,75,74,69
868,1,********,3,1,1,1,2,1,4.0,1,0,69,66,67
869,1,********,2,1,1,1,1,1,2.0,2,1,83,68,63
871,0,********,2,1,1,1,1,0,1.0,0,1,85,93,89
872,1,********,6,1,1,1,0,1,1.0,1,0,73,70,62
873,1,********,5,1,0,1,1,1,3.0,0,0,96,87,83
874,0,********,4,1,1,1,1,1,1.0,0,2,75,79,83
875,1,********,5,0,1,0,1,0,4.0,0,2,56,45,44
876,0,********,0,0,1,1,2,2,1.0,1,0,52,65,66
877,1,********,5,1,1,3,2,2,2.0,0,0,52,44,50
879,1,********,0,0,2,1,0,1,4.0,1,2,72,74,71
880,0,********,2,1,1,0,0,1,3.0,1,0,90,93,88
881,0,********,4,1,0,1,2,1,0.0,1,0,89,92,95
882,0,********,5,1,1,1,2,0,2.1458942516082424,0,0,68,73,73
883,0,********,6,1,0,2,0,1,1.0,0,0,83,94,92
884,1,********,1,0,1,2,1,0,2.0,2,0,83,77,71
885,0,********,2,1,1,2,2,1,1.0,0,0,75,88,84
886,1,********,5,0,0,1,2,1,3.0,1,0,48,46,48
887,1,********,4,1,2,1,2,1,1.0,0,0,58,63,61
888,1,********,1,1,0,1,2,0,4.0,1,0,94,95,98
889,0,********,5,1,1,1,2,0,1.0,1,0,71,82,77
890,1,********,4,1,0,0,1,1,3.0,1,1,80,65,79
892,1,********,5,0,0,1,2,1,2.0,0,0,77,76,77
893,0,********,0,1,1,1,1,1,5.0,0,1,72,82,80
894,0,********,2,1,0,2,2,0,3.0,0,0,65,75,81
895,0,********,5,1,0,1,2,1,5.0,1,0,65,82,86
896,1,********,0,1,1,1,1,1,1.0,0,2,89,72,71
897,1,********,4,1,1,2,2,0,1.0,0,0,75,64,63
898,1,********,2,0,1,1,1,1,3.0,2,2,54,56,56
899,0,********,4,1,2,1,2,0,1.0,1,1,54,65,64
900,1,********,4,1,1,1,2,1,1.0,1,2,70,73,67
901,1,********,5,1,1,1,3,1,3.0,1,0,98,83,82
902,0,********,5,0,1,1,2,1,1.0,0,0,68,83,75
903,0,********,5,1,1,1,0,0,2.0,1,1,78,74,80
904,1,********,0,1,1,1,2,1,1.0,1,1,71,76,63
905,1,********,4,0,1,3,0,1,0.0,1,3,40,45,41
906,1,********,5,0,1,1,0,2,3.0,0,2,69,66,64
907,1,********,1,1,1,2,2,0,1.0,0,0,65,70,65
908,0,********,5,1,1,1,2,0,1.0,1,0,75,62,69
909,1,********,0,1,0,1,1,1,2.0,1,2,82,75,75
910,0,********,3,0,1,0,2,1,0.0,1,1,78,92,89
911,0,********,4,0,1,1,1,0,1.0,2,0,69,72,72
912,1,********,5,1,1,1,2,0,2.0,0,1,64,65,60
913,0,********,4,1,1,1,1,0,1.0,1,1,53,55,57
914,0,********,4,1,1,1,2,1,2.0,0,0,61,67,65
915,0,********,0,1,1,0,2,1,1.0,1,0,47,56,61
916,0,********,0,1,0,1,1,1,0.0,1,1,85,88,98
917,1,********,5,1,1,0,2,0,3.0,1,0,60,58,52
918,1,********,0,1,1,1,2,1,3.0,1,0,85,82,67
919,1,********,4,1,0,0,1,0,3.0,0,1,63,69,68
920,1,********,2,0,0,1,1,1,2.0,2,1,76,73,72
921,1,********,2,0,1,2,2,1,0.0,1,1,43,43,40
922,0,********,2,0,0,2,0,1,3.0,0,2,53,71,77
923,1,********,4,1,1,1,2,1,2.0,1,0,71,65,61
924,0,********,6,0,1,1,1,1,3.0,0,1,60,75,68
925,0,********,5,0,0,1,2,1,4.0,0,3,53,57,64
926,1,********,1,0,1,1,2,1,3.0,2,2,50,54,49
927,0,********,5,1,1,2,0,1,0.0,1,2,52,62,58
928,1,********,0,1,0,1,1,0,1.0,1,0,52,66,68
929,1,********,4,1,0,1,2,1,1.0,0,1,78,75,75
930,0,********,6,1,1,0,0,0,1.0,0,0,35,54,51
931,1,********,2,0,0,1,2,1,1.0,1,1,57,50,51
932,1,********,6,1,1,1,2,1,2.0,0,0,68,65,66
933,1,********,4,0,1,2,1,1,2.0,0,0,48,55,56
934,1,********,2,1,0,0,3,1,0.0,0,0,70,75,74
935,1,********,3,1,1,1,2,1,2.0,1,1,64,60,54
936,0,********,2,1,1,1,1,1,0.0,1,2,73,73,65
937,1,********,5,0,0,2,2,1,5.0,1,1,60,54,50
938,0,********,4,1,2,1,2,0,2.0,1,2,61,66,70
939,0,********,5,1,1,0,1,0,2.0,1,0,53,58,64
940,1,********,5,1,0,2,2,1,2.1458942516082424,2,1,81,82,77
941,0,********,0,0,1,1,2,0,4.0,1,0,55,72,66
942,1,********,2,0,1,1,0,1,2.0,0,0,53,60,51
943,1,********,3,0,1,0,2,1,2.0,0,2,68,64,59
